nominal_coverage,test_coverage,quantile,mean_full_width
0.8,0.79,26.051240921020508,3.6860858968009325
0.85,0.85,28.3203067779541,4.007144370733613
0.9,0.8833333333333333,30.679018020629883,4.3408871000190175
0.925,0.9133333333333333,32.97046661376953,4.665112589623277
0.95,0.9533333333333334,35.25286865234375,4.988058048948005
0.975,0.9733333333333334,39.80318069458008,5.631898436274696
