epsilon,case,step,state_error,error_envelope,empirical_dynamics_lipschitz
0.0005,2,6,0.002931266459536639,0.002936941829756172,0.9914964427950954
0.0005,2,7,0.0034025810630857263,0.0034119673768993634,0.9914964427950954
0.0005,2,8,0.003868535060271482,0.0038829535171286313,0.9914964427950954
0.0005,2,9,0.0043290243181897375,0.004349934599771742,0.9914964427950954
0.0005,2,10,0.004783961863912711,0.004812944682064989,0.9914964427950954
0.0005,2,11,0.0052332631645078944,0.005272017531637007,0.9914964427950954
0.0005,2,12,0.0056768733858832176,0.0057271866289714726,0.9914964427950954
0.0005,2,13,0.006114742841964687,0.0061784851698488494,0.9914964427950954
0.0005,2,14,0.006546807309158025,0.006625946067767384,0.9914964427950954
0.0005,2,15,0.006973017846484304,0.007069601956343511,0.9914964427950954
0.0005,2,16,0.007393406919299197,0.007509485191691839,0.9914964427950954
0.0005,2,17,0.007808073929424944,0.007945627854784905,0.9914964427950954
0.0005,2,18,0.008217142518688037,0.008378061753792859,0.9914964427950954
0.0005,2,19,0.008620655896500752,0.00880681842640326,0.9914964427950954
0.0005,2,20,0.009018675211821751,0.009231929142121132,0.9914964427950954
0.0005,2,21,0.009411421639161019,0.00965342490454948,0.9914964427950954
0.0005,2,22,0.009799141413751027,0.010071336453650393,0.9914964427950954
0.0005,2,23,0.010181956258029408,0.010485694267986937,0.9914964427950954
0.0005,2,24,0.010559943681831508,0.01089652856694597,0.9914964427950954
0.0005,2,25,0.010933342453823727,0.01130386931294207,0.9914964427950954
0.0005,2,26,0.011302407528633734,0.011707746213602701,0.9914964427950954
0.0005,2,27,0.011667143181730648,0.012108188723934826,0.9914964427950954
0.0005,2,28,0.012027706043314896,0.012505226048473065,0.9914964427950954
0.0005,2,29,0.012384356397181943,0.012898887143409612,0.9914964427950954
0.0005,2,30,0.012737161398834858,0.013289200718706021,0.9914964427950954
0.0005,2,31,0.01308611876896014,0.013676195240187046,0.9914964427950954
0.0005,2,32,0.013431175303668526,0.014059898931616672,0.9914964427950954
0.0005,2,33,0.013772353440691321,0.014440339776756494,0.9914964427950954
0.0005,2,34,0.01410976916705783,0.014817545521406586,0.9914964427950954
0.0005,2,35,0.014443559085393545,0.015191543675429027,0.9914964427950954
0.0005,2,36,0.014773855847371082,0.01556236151475421,0.9914964427950954
0.0005,2,37,0.015101079510773333,0.015930026083370092,0.9914964427950954
0.0005,2,38,0.015425774566505101,0.01629456419529453,0.9914964427950954
0.0005,2,39,0.015748229762602407,0.016656002436530856,0.9914964427950954
0.0005,2,40,0.0160685605120985,0.017014367167006786,0.9914964427950954
0.0005,3,0,0.0,0.0,0.9962860127803601
0.0005,3,1,0.0004999999999999999,0.0005,0.9962860127803601
0.0005,3,2,0.0009953212885991704,0.00099814300639018,0.9962860127803601
0.0005,3,3,0.0014864543082942084,0.001494435916021074,0.9962860127803601
0.0005,3,4,0.001973820870613625,0.001988885600128401,0.9962860127803601
0.0005,3,5,0.002457669434147919,0.0024814989044281985,0.9962860127803601
0.0005,3,6,0.0029382577453534913,0.0029722826492116017,0.9962860127803601
0.0005,3,7,0.003415682280221662,0.0034612436294392725,0.9962860127803601
0.0005,3,8,0.003890098262989854,0.003948388614835475,0.9962860127803601
0.0005,3,9,0.004361780478494765,0.004433724349981804,0.9962860127803601
0.0005,3,10,0.004830917559772255,0.004917257554410566,0.9962860127803601
0.0005,3,11,0.005297685653334184,0.005398994922697808,0.9962860127803601
0.0005,3,12,0.0057621949258587195,0.005878943124556007,0.9962860127803601
0.0005,3,13,0.006224641730993986,0.006357108804926416,0.9962860127803601
0.0005,3,14,0.006685241680824043,0.006833498584071059,0.9962860127803601
0.0005,3,15,0.00714400830762553,0.007308119057664392,0.9962860127803601
0.0005,3,16,0.007600994609839878,0.007780976796884621,0.9962860127803601
0.0005,3,17,0.008056236176075121,0.008252078348504678,0.9962860127803601
0.0005,3,18,0.008509883796810317,0.008721430234982865,0.9962860127803601
0.0005,3,19,0.008962373982702766,0.009189038954553159,0.9962860127803601
0.0005,3,20,0.009414315758541267,0.009654910981315176,0.9962860127803601
0.0005,3,21,0.009866256114649906,0.010119052765323811,0.9962860127803601
0.0005,3,22,0.01031647750084767,0.010581470732678537,0.9962860127803601
0.0005,3,23,0.01076479037434108,0.011042171285612376,0.9962860127803601
0.0005,3,24,0.01121118550564963,0.011501160802580537,0.9962860127803601
0.0005,3,25,0.01165575582338759,0.01195844563834873,0.9962860127803601
0.0005,3,26,0.012098455183292209,0.012414032124081145,0.9962860127803601
0.0005,3,27,0.012539193860049638,0.01286792656742811,0.9962860127803601
0.0005,3,28,0.012978237069663279,0.013320135252613418,0.9962860127803601
0.0005,3,29,0.01341577461828467,0.013770664440521338,0.9962860127803601
0.0005,3,30,0.013851833728984115,0.014219520368783293,0.9962860127803601
0.0005,3,31,0.014286479137003767,0.014666709251864224,0.9962860127803601
0.0005,3,32,0.014719570832269418,0.015112237281148626,0.9962860127803601
0.0005,3,33,0.015151172776039624,0.015556110625026275,0.9962860127803601
0.0005,3,34,0.015581804497546316,0.015998335428977623,0.9962860127803601
0.0005,3,35,0.01601196933893914,0.01643891781565889,0.9962860127803601
0.0005,3,36,0.016441715617852903,0.01687786388498682,0.9962860127803601
0.0005,3,37,0.016870533632965416,0.017315179714223156,0.9962860127803601
0.0005,3,38,0.017297725706961514,0.017750871358058765,0.9962860127803601
0.0005,3,39,0.01772308802048671,0.018184944848697464,0.9962860127803601
0.0005,3,40,0.01814681919859728,0.018617406195939545,0.9962860127803601
0.0005,4,0,0.0,0.0,1.0069967984751338
0.0005,4,1,0.000500000000000002,0.0005,1.0069967984751338
0.0005,4,2,0.000999024170816591,0.0010034983992375669,1.0069967984751338
0.0005,4,3,0.0014974370173554857,0.0015105196753071514,1.0069967984751338
0.0005,4,4,0.001995603247738774,0.0020210884770680004,1.0069967984751338
0.0005,4,5,0.0024937893334403428,0.0025352296258424603,1.0069967984751338
0.0005,4,6,0.0029924145871386863,0.0030529681166226686,1.0069967984751338
0.0005,4,7,0.0034916598568605203,0.003574329119285686,1.0069967984751338
0.0005,4,8,0.003991801112321367,0.00409933797981713,1.0069967984751338
0.0005,4,9,0.004493091950379043,0.004628020221543372,1.0069967984751338
0.0005,4,10,0.00499569967453736,0.005160401546372356,1.0069967984751338
0.0005,4,11,0.005499679537420338,0.005696507836043092,1.0069967984751338
0.0005,4,12,0.006005204934580149,0.006236365153383907,1.0069967984751338
0.0005,4,13,0.006515386390434249,0.006779999743579481,1.0069967984751338
0.0005,4,14,0.007028279412210603,0.007327438035446766,1.0069967984751338
0.0005,4,15,0.0075429791429501725,0.007878706642719818,1.0069967984751338
0.0005,4,16,0.008058925856869648,0.008433832365343626,1.0069967984751338
0.0005,4,17,0.008576674729288393,0.008992842190776996,1.0069967984751338
0.0005,4,18,0.009101086458088362,0.009555763295304543,1.0069967984751338
0.0005,4,19,0.00962741553752836,0.01012262304535787,1.0069967984751338
0.0005,4,20,0.010153485524311352,0.010693448998845985,1.0069967984751338
0.0005,4,21,0.010677875862725951,0.011268268906495032,1.0069967984751338
0.0005,4,22,0.011202350938941594,0.011847110713197394,1.0069967984751338
0.0005,4,23,0.011732538876943019,0.012430002559370235,1.0069967984751338
0.0005,4,24,0.012263674608769148,0.013016972782323546,1.0069967984751338
0.0005,4,25,0.012791754587680693,0.013608049917637767,1.0069967984751338
0.0005,4,26,0.01331604416501251,0.01420326270055104,1.0069967984751338
0.0005,4,27,0.013838940219428518,0.01480264006735618,1.0069967984751338
0.0005,4,28,0.014371048977034088,0.015406211156807412,1.0069967984751338
0.0005,4,29,0.014909836075478859,0.01601400531153695,1.0069967984751338
0.0005,4,30,0.015448755550958457,0.016626052079481497,1.0069967984751338
0.0005,4,31,0.01599309166627533,0.01724238121531871,1.0069967984751338
0.0005,4,32,0.016546338646437016,0.017863022681913726,1.0069967984751338
0.0005,4,33,0.01710190945081704,0.018488006651775822,1.0069967984751338
0.0005,4,34,0.01765698161136717,0.01911736350852523,1.0069967984751338
0.0005,4,35,0.018214517953305167,0.01975112384837026,1.0069967984751338
0.0005,4,36,0.01877493407846674,0.020389318481594716,1.0069967984751338
0.0005,4,37,0.019335816367933335,0.021031978434055756,1.0069967984751338
0.0005,4,38,0.01989471158208815,0.021679134948692204,1.0069967984751338
0.0005,4,39,0.020454382791405223,0.022330819487043435,1.0069967984751338
0.0005,4,40,0.021013686194480182,0.02298706373077887,1.0069967984751338
0.0005,5,0,0.0,0.0,1.0266060154790242
0.0005,5,1,0.0005000000000000027,0.0005,1.0266060154790242
0.0005,5,2,0.0010019921477769137,0.0010133030077395123,1.0266060154790242
0.0005,5,3,0.0015073068268063507,0.0015402629632483716,1.0266060154790242
0.0005,5,4,0.002018686704753094,0.002081243223490325,1.0266060154790242
0.0005,5,5,0.0025374086272587845,0.002636616812910123,1.0266060154790242
0.0005,5,6,0.003064914046656635,0.003206766680646665,1.0266060154790242
0.0005,5,7,0.003603733408633162,0.0037920859645895694,1.0266060154790242
0.0005,5,8,0.004159690527886977,0.00439297826246123,1.0266060154790242
0.0005,5,9,0.004726935344823663,0.005009857910111291,1.0266060154790242
0.0005,5,10,0.005306472923947517,0.005643150267215425,1.0266060154790242
0.0005,5,11,0.005905870018257349,0.006293292010575418,1.0266060154790242
0.0005,5,12,0.0065045474997128365,0.006960731435222807,1.0266060154790242
0.0005,5,13,0.007125839567071293,0.007645928763533675,1.0266060154790242
0.0005,5,14,0.007738047354096815,0.00834935646256777,1.0266060154790242
0.0005,5,15,0.008364037886525143,0.009071499569850738,1.0266060154790242
0.0005,5,16,0.008974743991217534,0.00981285602782415,1.0266060154790242
0.0005,5,17,0.009590199261335858,0.010573937027193874,1.0266060154790242
0.0005,5,18,0.010186987458394092,0.011355267359413623,1.0266060154790242
0.0005,5,19,0.010785544589694135,0.01215738577854664,1.0266060154790242
0.0005,5,20,0.011364873956981637,0.012980845372755121,1.0266060154790242
0.0005,5,21,0.011936008274995809,0.013826213945673464,1.0266060154790242
0.0005,5,22,0.012491591590714847,0.014694074407928352,1.0266060154790242
0.0005,5,23,0.01302759782045787,0.015585025179075628,1.0266060154790242
0.0005,5,24,0.013545413885085808,0.016499680600231097,1.0266060154790242
0.0005,5,25,0.014040186397747855,0.017438671357679802,1.0266060154790242
0.0005,5,26,0.014510810199217952,0.018402644917755846,1.0266060154790242
0.0005,5,27,0.014953222603537276,0.019392265973292643,1.0266060154790242
0.0005,5,28,0.015359013131700723,0.020408216901951423,1.0266060154790242
0.0005,5,29,0.015712988706535907,0.021451198236744025,1.0266060154790242
0.0005,5,30,0.01599057125220361,0.022521929149074454,1.0266060154790242
0.0005,5,31,0.016158094196800355,0.023621147944632215,1.0266060154790242
0.0005,5,32,0.016182939078015223,0.02474961257247942,1.0266060154790242
0.0005,5,33,0.016050081903253258,0.025908101147682657,1.0266060154790242
0.0005,5,34,0.015778358880911874,0.027097412487850026,1.0266060154790242
0.0005,5,35,0.015422491872585016,0.028318366663943266,1.0266060154790242
0.0005,5,36,0.015053141047145424,0.029571805565744822,1.0266060154790242
0.0005,5,37,0.014731738710415457,0.030858593482369724,1.0266060154790242
0.0005,5,38,0.014494203443398981,0.03217961769822257,1.0266060154790242
0.0005,5,39,0.01435053815738628,0.03353578910481056,1.0266060154790242
0.0005,5,40,0.014293527127433054,0.03492804282883444,1.0266060154790242
0.0005,6,0,0.0,0.0,1.0168504651232106
0.0005,6,1,0.0005000000000000048,0.0005,1.0168504651232106
0.0005,6,2,0.000999121143346084,0.0010084252325616052,1.0168504651232106
0.0005,6,3,0.0014985971021855566,0.00152541766677225,1.0168504651232106
0.0005,6,4,0.0019996171090729507,0.0020511216639645252,1.0168504651232106
0.0005,6,5,0.0025033336031594806,0.0025856840180266214,1.0168504651232106
0.0005,6,6,0.0030108815208221575,0.003129253996392022,1.0168504651232106
0.0005,6,7,0.0035233396163875308,0.0036819833817198933,1.0168504651232106
0.0005,6,8,0.004041763517844188,0.004244026514277806,1.0168504651232106
0.0005,6,9,0.004567273563922121,0.004815540335038625,1.0168504651232106
0.0005,6,10,0.0051007851029920125,0.005396684429503609,1.0168504651232106
0.0005,6,11,0.005643109963240126,0.005987621072263933,1.0168504651232106
0.0005,6,12,0.006194936317666044,0.006588515272313118,1.0168504651232106
0.0005,6,13,0.006756252835327616,0.007199534819122971,1.0168504651232106
0.0005,6,14,0.00732646367302932,0.007820850329495943,1.0168504651232106
0.0005,6,15,0.007904867517309802,0.008452635295206967,1.0168504651232106
0.0005,6,16,0.008490180633499093,0.009095066131448072,1.0168504651232106
0.0005,6,17,0.009079918795643339,0.009748322226089332,1.0168504651232106
0.0005,6,18,0.009670792411364617,0.010412585989769869,1.0168504651232106
0.0005,6,19,0.010258498854204268,0.011088042906832919,1.0168504651232106
0.0005,6,20,0.010838550983180106,0.01177488158711917,1.0168504651232106
0.0005,6,21,0.011406540801726654,0.012473293818632858,1.0168504651232106
0.0005,6,22,0.011956400961240652,0.01318347462109529,1.0168504651232106
0.0005,6,23,0.012480626410052306,0.01390562230040079,1.0168504651232106
0.0005,6,24,0.012970242085317834,0.014639938503990235,1.0168504651232106
0.0005,6,25,0.01341146100482166,0.015386628277157671,1.0168504651232106
0.0005,6,26,0.013783174456989455,0.016145900120305725,1.0168504651232106
0.0005,6,27,0.014054153266493088,0.01691796604716578,1.0168504651232106
0.0005,6,28,0.014184694076948624,0.01770304164399921,1.0168504651232106
0.0005,6,29,0.014141510419940627,0.018501346129796165,1.0168504651232106
0.0005,6,30,0.01392401584092778,0.019313102417488744,1.0168504651232106
0.0005,6,31,0.013582766999818464,0.020138537176195632,1.0168504651232106
0.0005,6,32,0.013205441451937113,0.020977880894515598,1.0168504651232106
0.0005,6,33,0.01287742808844252,0.0218313679448875,1.0168504651232106
0.0005,6,34,0.012649148402904733,0.022699236649034806,1.0168504651232106
0.0005,6,35,0.012531489072970381,0.023581729344512872,1.0168504651232106
0.0005,6,36,0.012510678431620325,0.02447909245237758,1.0168504651232106
0.0005,6,37,0.012564751304094278,0.025391576545994218,1.0168504651232106
0.0005,6,38,0.012673194557377799,0.026319436421005826,1.0168504651232106
0.0005,6,39,0.012819730321987586,0.027262931166480545,1.0168504651232106
0.0005,6,40,0.01299228976687893,0.028222324237257818,1.0168504651232106
0.0005,7,0,0.0,0.0,1.0001623473237395
0.0005,7,1,0.000500000000000001,0.0005,1.0001623473237395
0.0005,7,2,0.0009954826105010937,0.00100008117366187,1.0001623473237395
0.0005,7,3,0.0014871964964435851,0.0015002435341639362,1.0001623473237395
0.0005,7,4,0.0019757890011478352,0.002000487094686665,1.0001623473237395
0.0005,7,5,0.0024618667079975586,0.002500811868412663,1.0001623473237395
0.0005,7,6,0.0029459742751846625,0.003001217868526676,1.0001623473237395
0.0005,7,7,0.003428516755002806,0.0035017051082155905,1.0001623473237395
0.0005,7,8,0.003909883360069662,0.004002273600668434,1.0001623473237395
0.0005,7,9,0.004390424927377387,0.004502923359076375,1.0001623473237395
0.0005,7,10,0.00487045610665906,0.005003654396632726,1.0001623473237395
0.0005,7,11,0.005350237829175481,0.0055044667265329375,1.0001623473237395
0.0005,7,12,0.005829980180301702,0.006005360361974604,1.0001623473237395
0.0005,7,13,0.006309855873845769,0.006506335316157463,1.0001623473237395
0.0005,7,14,0.006789944148965451,0.007007391602283393,1.0001623473237395
0.0005,7,15,0.007270208684290803,0.007508529233556419,1.0001623473237395
0.0005,7,16,0.007750580997639234,0.008009748223182707,1.0001623473237395
0.0005,7,17,0.008230824859658127,0.00851104858437057,1.0001623473237395
0.0005,7,18,0.008710838570146904,0.00901243033033046,1.0001623473237395
0.0005,7,19,0.009190613811709311,0.009513893474274978,1.0001623473237395
0.0005,7,20,0.009670075034983629,0.01001543802941887,1.0001623473237395
0.0005,7,21,0.010148949746822603,0.010517064008979025,1.0001623473237395
0.0005,7,22,0.010627056944676253,0.011018771426174481,1.0001623473237395
0.0005,7,23,0.011104716256712176,0.011520560294226418,1.0001623473237395
0.0005,7,24,0.011581953921155432,0.012022430626358167,1.0001623473237395
0.0005,7,25,0.01205871552053424,0.0125243824357952,1.0001623473237395
0.0005,7,26,0.01253454230251386,0.013026415735765143,1.0001623473237395
0.0005,7,27,0.01300935697862345,0.013528530539497763,1.0001623473237395
0.0005,7,28,0.013483756783473027,0.01403072686022498,1.0001623473237395
0.0005,7,29,0.013958189561688141,0.01453300471118086,1.0001623473237395
0.0005,7,30,0.014432170518356283,0.015035364105601615,1.0001623473237395
0.0005,7,31,0.014905249420095416,0.015537805056725609,1.0001623473237395
0.0005,7,32,0.015377621316146225,0.016040327577793355,1.0001623473237395
0.0005,7,33,0.015849573915794207,0.016542931682047516,1.0001623473237395
0.0005,7,34,0.016320916493067817,0.017045617382732903,1.0001623473237395
0.0005,7,35,0.016791412989793142,0.01754838469309648,1.0001623473237395
0.0005,7,36,0.0172610546878136,0.018051233626387355,1.0001623473237395
0.0005,7,37,0.017730524173513937,0.018554164195856798,1.0001623473237395
0.0005,7,38,0.018200668322408606,0.01905717641475822,1.0001623473237395
0.0005,7,39,0.018672017623481314,0.019560270296347188,1.0001623473237395
0.0005,7,40,0.01914437051843482,0.020063445853881423,1.0001623473237395
0.0005,8,0,0.0,0.0,1.003905434395069
0.0005,8,1,0.0005000000000000013,0.0005,1.003905434395069
0.0005,8,2,0.0010000694518254953,0.0010019527171975344,1.003905434395069
0.0005,8,3,0.0015005388907481784,0.0015058657778015106,1.003905434395069
0.0005,8,4,0.0020017203399326665,0.002011746837804494,1.003905434395069
0.0005,8,5,0.002503839573041285,0.0025196035830990274,1.003905434395069
0.0005,8,6,0.0030068448639852087,0.0030294437295944015,1.003905434395069
0.0005,8,7,0.0035108791965004276,0.003541275023333886,1.003905434395069
0.0005,8,8,0.004016399328248959,0.0040551052406124135,1.003905434395069
0.0005,8,9,0.0045230569689177075,0.004570942188094725,1.003905434395069
0.0005,8,10,0.005030592695827461,0.005088793702933983,1.003905434395069
0.0005,8,11,0.005538751089688296,0.005608667652890833,1.003905434395069
0.0005,8,12,0.006047232898973381,0.006130571936452944,1.003905434395069
0.0005,8,13,0.006555838147240918,0.006654514482955013,1.003905434395069
0.0005,8,14,0.0070645125333314174,0.007180503252699231,1.003905434395069
0.0005,8,15,0.007572820094986326,0.007708546237076229,1.003905434395069
0.0005,8,16,0.008080300804904367,0.008238651458686486,1.003905434395069
0.0005,8,17,0.008586859369005802,0.008770826971462227,1.003905434395069
0.0005,8,18,0.00909246149599496,0.009305080860789777,1.003905434395069
0.0005,8,19,0.009597061791971239,0.009841421243632404,1.003905434395069
0.0005,8,20,0.010100757751521182,0.01037985626865365,1.003905434395069
0.0005,8,21,0.010603789014976165,0.010920394116341122,1.003905434395069
0.0005,8,22,0.011106611927413542,0.011463042999130792,1.003905434395069
0.0005,8,23,0.011608729414952687,0.012007811161531753,1.003905434395069
0.0005,8,24,0.012109817666684453,0.012554706880251494,1.003905434395069
0.0005,8,25,0.012609938408823452,0.013103738464321639,1.003905434395069
0.0005,8,26,0.013108884347843857,0.01365491425522419,1.003905434395069
0.0005,8,27,0.013606402633673104,0.014208242627018261,1.003905434395069
0.0005,8,28,0.014102636119088434,0.014763731986467306,1.003905434395069
0.0005,8,29,0.014597936117662032,0.015321390773166837,1.003905434395069
0.0005,8,30,0.015093465053679905,0.015881227459672655,1.003905434395069
0.0005,8,31,0.015588642415483784,0.01644325055162958,1.003905434395069
0.0005,8,32,0.01608257508099593,0.017007468587900653,1.003905434395069
0.0005,8,33,0.01657360886347418,0.017573890140696897,1.003905434395069
0.0005,8,34,0.017063836671361608,0.01814252381570754,1.003905434395069
0.0005,8,35,0.017553678939350014,0.018713378252230763,1.003905434395069
0.0005,8,36,0.018042640717941108,0.019286462123304964,1.003905434395069
0.0005,8,37,0.01853061722603311,0.019861784135840516,1.003905434395069
0.0005,8,38,0.0190174523456507,0.020439353030752064,1.003905434395069
0.0005,8,39,0.01950306021672906,0.021019177583091322,1.003905434395069
0.0005,8,40,0.01998746319862235,0.021601266602180393,1.003905434395069
0.0005,9,0,0.0,0.0,0.9912111932211696
0.0005,9,1,0.0005000000000000026,0.0005,0.9912111932211696
0.0005,9,2,0.000992586159807476,0.0009956055966105848,0.9912111932211696
0.0005,9,3,0.0014782096312660619,0.001486855411394052,0.9912111932211696
0.0005,9,4,0.0019572113678169483,0.0019737877264752513,0.9912111932211696
0.0005,9,5,0.0024298534093564043,0.0024564404875248333,0.9912111932211696
0.0005,9,6,0.002896348517347655,0.0029348513067162813,0.9912111932211696
0.0005,9,7,0.0033569302305536735,0.003409057465656954,0.9912111932211696
0.0005,9,8,0.003811796552634819,0.0038790959182933658,0.9912111932211696
0.0005,9,9,0.004261053969457352,0.004345003293790936,0.9912111932211696
0.0005,9,10,0.004704859228830758,0.004806815899388426,0.9912111932211696
0.0005,9,11,0.0051434252155609025,0.005264569723227291,0.9912111932211696
0.0005,9,12,0.0055769786423853955,0.0057183004371561645,0.9912111932211696
0.0005,9,13,0.006005783530190228,0.006168043399510697,0.9912111932211696
0.0005,9,14,0.006430056302215247,0.006613833657868957,0.9912111932211696
0.0005,9,15,0.006849981609741587,0.00705570595178262,0.9912111932211696
0.0005,9,16,0.007265739563852234,0.007493694715484158,0.9912111932211696
0.0005,9,17,0.00767753022147791,0.007927834080570226,0.9912111932211696
0.0005,9,18,0.00808556734700357,0.008358157878661468,0.9912111932211696
