epsilon,gamma,case,horizon,true_value,model_value,absolute_value_gap,finite_horizon_bound,gap_to_bound_ratio,reward_lipschitz,empirical_dynamics_lipschitz,max_rollout_state_error
0.0005,0.8,6,40,-0.8017827542340737,-0.8074288269143586,0.0056460726802848304,0.022297674130880803,0.2532135256414656,2.0836622223705876,1.0168504651232106,0.014184694076948624
0.0005,0.9,6,40,-1.8194463456401142,-1.8440385100960701,0.02459216445595591,0.09864710474960757,0.2492943357879314,2.0836622223705876,1.0168504651232106,0.014184694076948624
0.0005,0.95,6,40,-3.4672188485104583,-3.5327869774701366,0.06556812895967834,0.28517428337320133,0.22992300772742108,2.0836622223705876,1.0168504651232106,0.014184694076948624
0.0005,0.97,6,40,-4.770545043828598,-4.872625184951316,0.1020801411227179,0.4639273951872332,0.2200347342745735,2.0836622223705876,1.0168504651232106,0.014184694076948624
0.0005,0.98,6,40,-5.675614082274818,-5.804295152847118,0.12868107057230027,0.598609052500713,0.21496679683464529,2.0836622223705876,1.0168504651232106,0.014184694076948624
0.0005,0.99,6,40,-6.816843816187937,-6.980106971687069,0.1632631554991315,0.7777263566362227,0.20992365001652755,2.0836622223705876,1.0168504651232106,0.014184694076948624
0.0005,0.8,7,40,-0.10514539115772285,-0.10402071238634264,0.0011246787713802137,0.006788656126255917,0.165670310951587,0.679421045501002,1.0001623473237395,0.01914437051843482
0.0005,0.9,7,40,-0.1794897872314903,-0.17594464172457253,0.003545145506917785,0.028148305231402562,0.12594525594964706,0.679421045501002,1.0001623473237395,0.01914437051843482
0.0005,0.95,7,40,-0.2671759441651925,-0.2595972131242865,0.007578731040906006,0.07770370976340465,0.09753370931686567,0.679421045501002,1.0001623473237395,0.01914437051843482
0.0005,0.97,7,40,-0.32577556659335777,-0.31502012908473803,0.010755437508619736,0.12414726034799334,0.08663451354843839,0.679421045501002,1.0001623473237395,0.01914437051843482
0.0005,0.98,7,40,-0.3635224633086611,-0.3505713162747089,0.012951147033952226,0.15882302118295516,0.08154452004179694,0.679421045501002,1.0001623473237395,0.01914437051843482
0.0005,0.99,7,40,-0.40879111495474874,-0.3930819601259187,0.015709154828830063,0.20467126419367124,0.07675310401153917,0.679421045501002,1.0001623473237395,0.01914437051843482
0.0005,0.8,8,40,-0.17306707200396973,-0.1728386754712815,0.0002283965326882187,0.010168796799555346,0.02246052676538938,1.002566851954957,1.003905434395069,0.01998746319862235
0.0005,0.9,8,40,-0.2916199420958808,-0.2914476641772672,0.00017227791861362807,0.04275023179735751,0.004029870982460426,1.002566851954957,1.003905434395069,0.01998746319862235
0.0005,0.95,8,40,-0.4358573655041555,-0.43700931654930575,0.0011519510451502568,0.11918890068346767,0.009664918784757618,1.002566851954957,1.003905434395069,0.01998746319862235
0.0005,0.97,8,40,-0.5354766786325532,-0.5384179928173114,0.0029413141847581814,0.19117603809174338,0.015385370541817983,1.002566851954957,1.003905434395069,0.01998746319862235
0.0005,0.98,8,40,-0.6008443541664082,-0.6052979132870333,0.004453559120625061,0.24503014407550833,0.01817555606241106,1.002566851954957,1.003905434395069,0.01998746319862235
0.0005,0.99,8,40,-0.6803138186847725,-0.6869194618114082,0.006605643126635696,0.3163267676097919,0.020882340045228657,1.002566851954957,1.003905434395069,0.01998746319862235
0.0005,0.8,9,40,-0.07418232061214665,-0.07490852233997705,0.0007262017278304028,0.009407791068353889,0.07719152376514976,0.975078833099476,0.9912111932211696,0.01638360781698922
0.0005,0.9,9,40,-0.12652430925704392,-0.1293677819975427,0.002843472740498787,0.03780068735845174,0.07522277871656277,0.975078833099476,0.9912111932211696,0.01638360781698922
0.0005,0.95,9,40,-0.1951102953592634,-0.20293434546506925,0.007824050105805835,0.10200576753990273,0.0767020365073496,0.975078833099476,0.9912111932211696,0.01638360781698922
0.0005,0.97,9,40,-0.245549099094173,-0.25811514213931325,0.012566043045140252,0.16150727935110024,0.07780480914314063,0.975078833099476,0.9912111932211696,0.01638360781698922
0.0005,0.98,9,40,-0.279779160931772,-0.2959144853514195,0.01613532441964749,0.2057281434351277,0.07843032144377196,0.975078833099476,0.9912111932211696,0.01638360781698922
0.0005,0.99,9,40,-0.3224225209714593,-0.34330399518044474,0.02088147420898545,0.2640243124859632,0.07908920967305089,0.975078833099476,0.9912111932211696,0.01638360781698922
0.001,0.8,0,40,-0.21231116990201349,-0.20740819035793706,0.0049029795440764246,0.01839415924521266,0.26655089143867744,0.9125080535130603,1.002335262165857,0.03902076829086201
0.001,0.9,0,40,-0.4085865844526507,-0.3900576964941568,0.018528887958493945,0.07687946206854818,0.24101219571454596,0.9125080535130603,1.002335262165857,0.03902076829086201
0.001,0.95,0,40,-0.6870978494771773,-0.6400129650980815,0.04708488437909586,0.2134457144457706,0.2205941894938282,0.9125080535130603,1.002335262165857,0.03902076829086201
0.001,0.97,0,40,-0.8957426218950294,-0.8231932419687624,0.07254937992626698,0.34179587649574555,0.21225937735141173,0.9125080535130603,1.002335262165857,0.03902076829086201
0.001,0.98,0,40,-1.0376149246436042,-0.9464560313469663,0.09115889329663784,0.4377351398034315,0.20825125745576076,0.9125080535130603,1.002335262165857,0.03902076829086201
0.001,0.99,0,40,-1.2141879788446195,-1.098767072016364,0.11542090682825545,0.5646794490508323,0.20440075696444424,0.9125080535130603,1.002335262165857,0.03902076829086201
